Supplementary Table 10: Top RNA markers of the Level3M WNN clusters (MarkerFinder results),,,,
,,,,
UID,Symbol,Pearson rho,Pearson p-value,Cell State
LTF,LTF,0.946702352,0,Non-Classical Mono-1
CRISP3,CRISP3,0.923164407,5.14E-297,Non-Classical Mono-1
MMP8,MMP8,0.914605602,2.04E-281,Non-Classical Mono-1
CEACAM8,CEACAM8,0.886552212,6.97E-240,Non-Classical Mono-1
BPI,BPI,0.886340735,1.30E-239,Non-Classical Mono-1
TFF3,TFF3,0.863459133,3.32E-213,Non-Classical Mono-1
ARG1,ARG1,0.850548994,2.43E-200,Non-Classical Mono-1
TCN1,TCN1,0.84853651,1.91E-198,Non-Classical Mono-1
S100P,S100P,0.837671048,1.14E-188,Non-Classical Mono-1
CHI3L1,CHI3L1,0.831749696,1.22E-183,Non-Classical Mono-1
MMP9,MMP9,0.825272306,2.34E-178,Non-Classical Mono-1
OLR1,OLR1,0.789329421,1.46E-152,Non-Classical Mono-1
CYP4F3,CYP4F3,0.788622205,4.16E-152,Non-Classical Mono-1
CHIT1,CHIT1,0.778803492,5.97E-146,Non-Classical Mono-1
ABCA13,ABCA13,0.739185321,5.34E-124,Non-Classical Mono-1
CEACAM1,CEACAM1,0.736157617,1.74E-122,Non-Classical Mono-1
ANXA3,ANXA3,0.724788081,5.48E-117,Non-Classical Mono-1
OLFM4,OLFM4,0.712019752,3.91E-111,Non-Classical Mono-1
ORM1,ORM1,0.710445537,1.96E-110,Non-Classical Mono-1
RETN,RETN,0.708537269,1.36E-109,Non-Classical Mono-1
MMP25,MMP25,0.675391201,5.50E-96,Non-Classical Mono-1
MGAM,MGAM,0.672233959,8.78E-95,Non-Classical Mono-1
CLEC4D,CLEC4D,0.661067018,1.21E-90,Non-Classical Mono-1
PADI4,PADI4,0.635618619,7.61E-82,Non-Classical Mono-1
PYGL,PYGL,0.598366405,2.31E-70,Non-Classical Mono-1
KLF5,KLF5,0.586146603,6.45E-67,Non-Classical Mono-1
S100A8,S100A8,0.579835522,3.41E-65,Non-Classical Mono-1
CEACAM3,CEACAM3,0.575992349,3.66E-64,Non-Classical Mono-1
C3AR1,C3AR1,0.569768633,1.60E-62,Non-Classical Mono-1
GYG1,GYG1,0.566724116,9.89E-62,Non-Classical Mono-1
MSRB1,MSRB1,0.55821538,1.45E-59,Non-Classical Mono-1
GCA,GCA,0.542423948,1.04E-55,Non-Classical Mono-1
FCGR3B,FCGR3B,0.541432159,1.79E-55,Non-Classical Mono-1
NCF1,NCF1,0.540753558,2.59E-55,Non-Classical Mono-1
NTNG2,NTNG2,0.540403429,3.13E-55,Non-Classical Mono-1
MNDA,MNDA,0.537109312,1.86E-54,Non-Classical Mono-1
CDA,CDA,0.535602072,4.18E-54,Non-Classical Mono-1
IVNS1ABP,IVNS1ABP,0.527814375,2.55E-52,Non-Classical Mono-1
S100A12,S100A12,0.526356252,5.45E-52,Non-Classical Mono-1
TSPAN2,TSPAN2,0.520259034,1.25E-50,Non-Classical Mono-1
FOLR3,FOLR3,0.503722548,4.46E-47,Non-Classical Mono-1
CYSTM1,CYSTM1,0.503029037,6.22E-47,Non-Classical Mono-1
GJB6,GJB6,0.497047637,1.07E-45,Non-Classical Mono-1
CYBB,CYBB,0.494138948,4.17E-45,Non-Classical Mono-1
CLTCL1,CLTCL1,0.493939242,4.58E-45,Non-Classical Mono-1
LRG1,LRG1,0.491690799,1.30E-44,Non-Classical Mono-1
CEACAM21,CEACAM21,0.489062602,4.36E-44,Non-Classical Mono-1
HP,HP,0.483555959,5.32E-43,Non-Classical Mono-1
DEFA3,DEFA3,0.481393,1.40E-42,Non-Classical Mono-1
S100A9,S100A9,0.480082,2.52E-42,Non-Classical Mono-1
CPNE3,CPNE3,0.478666808,4.72E-42,Non-Classical Mono-1
BCL2L15,BCL2L15,0.465161274,1.64E-39,Non-Classical Mono-1
RGL4,RGL4,0.464268124,2.39E-39,Non-Classical Mono-1
SPATC1,SPATC1,0.456313275,6.59E-38,Non-Classical Mono-1
PPP1R32,PPP1R32,0.454245452,1.54E-37,Non-Classical Mono-1
CKAP4,CKAP4,0.452860031,2.71E-37,Non-Classical Mono-1
NLRC4,NLRC4,0.449126602,1.22E-36,Non-Classical Mono-1
CEBPE,CEBPE,0.442815181,1.50E-35,Non-Classical Mono-1
KBTBD7,KBTBD7,0.434001629,4.58E-34,Non-Classical Mono-1
TACSTD2,TACSTD2,0.431991827,9.84E-34,Non-Classical Mono-1
CXCL1,CXCL1,0.4204911,7.11E-32,Non-Classical Mono-1
DNAH10,DNAH10,0.401947641,5.02E-29,Non-Classical Mono-1
LRRN1,LRRN1,0.401912934,5.08E-29,Non-Classical Mono-1
INHBA,INHBA,0.391657319,1.61E-27,Non-Classical Mono-1
SVIL,SVIL,0.390433902,2.41E-27,Non-Classical Mono-1
GPR84,GPR84,0.388956989,3.92E-27,Non-Classical Mono-1
HCRTR2,HCRTR2,0.381374035,4.56E-26,Non-Classical Mono-1
FAM217B,FAM217B,0.381121057,4.94E-26,Non-Classical Mono-1
FZD4,FZD4,0.374778548,3.66E-25,Non-Classical Mono-1
SAMSN1,SAMSN1,0.373133398,6.11E-25,Non-Classical Mono-1
AZIN1,AZIN1,0.368918657,2.24E-24,Non-Classical Mono-1
HCAR2,HCAR2,0.360581243,2.76E-23,Non-Classical Mono-1
PRRX2,PRRX2,0.359563452,3.73E-23,Non-Classical Mono-1
PI3,PI3,0.358960065,4.46E-23,Non-Classical Mono-1
CUBN,CUBN,0.356152833,1.02E-22,Non-Classical Mono-1
SIX2,SIX2,0.355215438,1.34E-22,Non-Classical Mono-1
TRMT6,TRMT6,0.354149016,1.83E-22,Non-Classical Mono-1
SLC2A8,SLC2A8,0.354014243,1.90E-22,Non-Classical Mono-1
GIN1,GIN1,0.350167967,5.75E-22,Non-Classical Mono-1
LTB4R,LTB4R,0.34587928,1.94E-21,Non-Classical Mono-1
TMTC3,TMTC3,0.345624776,2.09E-21,Non-Classical Mono-1
KIF21B,KIF21B,0.342238927,5.38E-21,Non-Classical Mono-1
ZNF649,ZNF649,0.340323184,9.16E-21,Non-Classical Mono-1
MR1,MR1,0.339581913,1.12E-20,Non-Classical Mono-1
JAK2,JAK2,0.337540348,1.97E-20,Non-Classical Mono-1
RIOK3,RIOK3,0.337455427,2.01E-20,Non-Classical Mono-1
NHSL2,NHSL2,0.33712531,2.20E-20,Non-Classical Mono-1
C11orf68,C11orf68,0.337011468,2.27E-20,Non-Classical Mono-1
PPL,PPL,0.334313274,4.73E-20,Non-Classical Mono-1
DHRS9,DHRS9,0.332992916,6.75E-20,Non-Classical Mono-1
DDX43,DDX43,0.33240251,7.91E-20,Non-Classical Mono-1
IQCD,IQCD,0.331918538,9.00E-20,Non-Classical Mono-1
TBC1D8B,TBC1D8B,0.330302152,1.39E-19,Non-Classical Mono-1
RAB27A,RAB27A,0.330233711,1.41E-19,Non-Classical Mono-1
LARP4B,LARP4B,0.328861674,2.03E-19,Non-Classical Mono-1
TBC1D8,TBC1D8,0.32831246,2.35E-19,Non-Classical Mono-1
SPSB2,SPSB2,0.326454235,3.83E-19,Non-Classical Mono-1
RFX8,RFX8,0.326290633,4.00E-19,Non-Classical Mono-1
PRDM5,PRDM5,0.322198052,1.16E-18,Non-Classical Mono-1
LINC00694,LINC00694,0.321901663,1.25E-18,Non-Classical Mono-1
TRPV4,TRPV4,0.319604038,2.26E-18,Non-Classical Mono-1
VEZF1,VEZF1,0.318205414,3.23E-18,Non-Classical Mono-1
TPRG1L,TPRG1L,0.317329664,4.03E-18,Non-Classical Mono-1
TMEM154,TMEM154,0.316765379,4.65E-18,Non-Classical Mono-1
TBKBP1,TBKBP1,0.315868907,5.84E-18,Non-Classical Mono-1
EFCAB5,EFCAB5,0.313284685,1.12E-17,Non-Classical Mono-1
FGD4,FGD4,0.312837302,1.25E-17,Non-Classical Mono-1
LYSMD4,LYSMD4,0.312525688,1.35E-17,Non-Classical Mono-1
FCGR1B,FCGR1B,0.312111028,1.50E-17,Non-Classical Mono-1
C12orf29,C12orf29,0.311157344,1.90E-17,Non-Classical Mono-1
ZNF804A,ZNF804A,0.308812172,3.38E-17,Non-Classical Mono-1
CENPBD1,CENPBD1,0.302361745,1.62E-16,Non-Classical Mono-1
KIF6,KIF6,0.301593292,1.94E-16,Non-Classical Mono-1
TMEM71,TMEM71,0.300589739,2.47E-16,Non-Classical Mono-1
VPS9D1,VPS9D1,0.29971917,3.03E-16,Non-Classical Mono-1
SLC35G1,SLC35G1,0.299702153,3.04E-16,Non-Classical Mono-1
TRIQK,TRIQK,0.297799712,4.77E-16,Non-Classical Mono-1
TTI1,TTI1,0.29629375,6.79E-16,Non-Classical Mono-1
ANKRD46,ANKRD46,0.29624673,6.87E-16,Non-Classical Mono-1
ENPP4,ENPP4,0.295222374,8.72E-16,Non-Classical Mono-1
HSD11B1,HSD11B1,0.294648502,9.97E-16,Non-Classical Mono-1
RAB40C,RAB40C,0.293815884,1.21E-15,Non-Classical Mono-1
NCF4,NCF4,0.292350661,1.70E-15,Non-Classical Mono-1
FBXO8,FBXO8,0.291427452,2.10E-15,Non-Classical Mono-1
LPGAT1,LPGAT1,0.289933745,2.95E-15,Non-Classical Mono-1
UBLCP1,UBLCP1,0.2899059,2.97E-15,Non-Classical Mono-1
FCHSD1,FCHSD1,0.288518661,4.07E-15,Non-Classical Mono-1
IL17D,IL17D,0.288490287,4.10E-15,Non-Classical Mono-1
ADAMTS14,ADAMTS14,0.284867906,9.26E-15,Non-Classical Mono-1
DCAF8,DCAF8,0.284785836,9.43E-15,Non-Classical Mono-1
AKT3,AKT3,0.284662314,9.70E-15,Non-Classical Mono-1
SLC39A13,SLC39A13,0.284591657,9.85E-15,Non-Classical Mono-1
UTP23,UTP23,0.283150282,1.36E-14,Non-Classical Mono-1
CUEDC1,CUEDC1,0.281913904,1.79E-14,Non-Classical Mono-1
JAM2,JAM2,0.278657499,3.65E-14,Non-Classical Mono-1
TEX10,TEX10,0.27735993,4.84E-14,Non-Classical Mono-1
ZNF211,ZNF211,0.277331408,4.87E-14,Non-Classical Mono-1
TMEM229B,TMEM229B,0.277190196,5.02E-14,Non-Classical Mono-1
ANKAR,ANKAR,0.276225098,6.18E-14,Non-Classical Mono-1
STXBP1,STXBP1,0.276008525,6.48E-14,Non-Classical Mono-1
RBBP9,RBBP9,0.275569706,7.12E-14,Non-Classical Mono-1
EIF1AD,EIF1AD,0.274635753,8.70E-14,Non-Classical Mono-1
CAMK2G,CAMK2G,0.272464118,1.38E-13,Non-Classical Mono-1
FAM167B,FAM167B,0.272024841,1.52E-13,Non-Classical Mono-1
PRUNE2,PRUNE2,0.270646713,2.03E-13,Non-Classical Mono-1
EXOSC4,EXOSC4,0.266974403,4.38E-13,Non-Classical Mono-1
RHBDD1,RHBDD1,0.265082489,6.49E-13,Non-Classical Mono-1
TATDN2,TATDN2,0.263031132,9.88E-13,Non-Classical Mono-1
MTHFS,MTHFS,0.262271743,1.15E-12,Non-Classical Mono-1
ZFYVE16,ZFYVE16,0.260571465,1.63E-12,Non-Classical Mono-1
TRAPPC6B,TRAPPC6B,0.259399214,2.06E-12,Non-Classical Mono-1
INPP1,INPP1,0.259196199,2.15E-12,Non-Classical Mono-1
TMEM223,TMEM223,0.25810017,2.68E-12,Non-Classical Mono-1
SLC36A4,SLC36A4,0.257750856,2.87E-12,Non-Classical Mono-1
FRAT2,FRAT2,0.257535822,3.00E-12,Non-Classical Mono-1
PROK2,PROK2,0.25718816,3.21E-12,Non-Classical Mono-1
VCPKMT,VCPKMT,0.256884015,3.41E-12,Non-Classical Mono-1
NUMBL,NUMBL,0.255584598,4.42E-12,Non-Classical Mono-1
ZNF256,ZNF256,0.254736718,5.22E-12,Non-Classical Mono-1
SNX16,SNX16,0.253639583,6.48E-12,Non-Classical Mono-1
FYCO1,FYCO1,0.253351767,6.86E-12,Non-Classical Mono-1
POGLUT1,POGLUT1,0.252659292,7.85E-12,Non-Classical Mono-1
SLC12A7,SLC12A7,0.252450928,8.18E-12,Non-Classical Mono-1
CCDC125,CCDC125,0.247595482,2.09E-11,Non-Classical Mono-1
ADSS,ADSS,0.243888188,4.22E-11,Non-Classical Mono-1
LRRC40,LRRC40,0.24216559,5.83E-11,Non-Classical Mono-1
VSIG10,VSIG10,0.240705525,7.64E-11,Non-Classical Mono-1
ZNF354B,ZNF354B,0.24029118,8.25E-11,Non-Classical Mono-1
SPATA5L1,SPATA5L1,0.239824704,9.00E-11,Non-Classical Mono-1
ARIH2OS,ARIH2OS,0.239172868,1.01E-10,Non-Classical Mono-1
NUDT16,NUDT16,0.238316035,1.19E-10,Non-Classical Mono-1
TAZ,TAZ,0.237530305,1.37E-10,Non-Classical Mono-1
C9orf85,C9orf85,0.236236054,1.74E-10,Non-Classical Mono-1
TNPO2,TNPO2,0.232662673,3.31E-10,Non-Classical Mono-1
YTHDF3,YTHDF3,0.228658033,6.72E-10,Non-Classical Mono-1
PLCL2,PLCL2,0.225727872,1.12E-09,Non-Classical Mono-1
CAB39,CAB39,0.224612973,1.36E-09,Non-Classical Mono-1
MED29,MED29,0.224454116,1.39E-09,Non-Classical Mono-1
NEDD1,NEDD1,0.222963985,1.80E-09,Non-Classical Mono-1
GYS1,GYS1,0.222179512,2.06E-09,Non-Classical Mono-1
SRA1,SRA1,0.219250898,3.38E-09,Non-Classical Mono-1
TMEM164,TMEM164,0.219200545,3.41E-09,Non-Classical Mono-1
GPR173,GPR173,0.21909155,3.47E-09,Non-Classical Mono-1
PPP2R5A,PPP2R5A,0.218539538,3.80E-09,Non-Classical Mono-1
PPM1B,PPM1B,0.218329577,3.94E-09,Non-Classical Mono-1
LEMD2,LEMD2,0.217591334,4.46E-09,Non-Classical Mono-1
NSUN2,NSUN2,0.216798793,5.08E-09,Non-Classical Mono-1
EMB,EMB,0.216437336,5.40E-09,Non-Classical Mono-1
LEMD3,LEMD3,0.216410637,5.42E-09,Non-Classical Mono-1
DACH1,DACH1,0.216174448,5.64E-09,Non-Classical Mono-1
PRPF18,PRPF18,0.214765521,7.11E-09,Non-Classical Mono-1
FLOT2,FLOT2,0.214497126,7.43E-09,Non-Classical Mono-1
BRD8,BRD8,0.211161254,1.28E-08,Non-Classical Mono-1
TMEM199,TMEM199,0.210120918,1.51E-08,Non-Classical Mono-1
KDM6A,KDM6A,0.20609005,2.87E-08,Non-Classical Mono-1
NMD3,NMD3,0.205592673,3.10E-08,Non-Classical Mono-1
ZRANB1,ZRANB1,0.202237601,5.23E-08,Non-Classical Mono-1
MORN1,MORN1,0.201573166,5.80E-08,Non-Classical Mono-1
CSTF3,CSTF3,0.199770053,7.64E-08,Non-Classical Mono-1
RPP25L,RPP25L,0.199360332,8.13E-08,Non-Classical Mono-1
KLHL15,KLHL15,0.199294183,8.21E-08,Non-Classical Mono-1
ACP6,ACP6,0.194846825,1.60E-07,Non-Classical Mono-1
NUP155,NUP155,0.19035855,3.10E-07,Non-Classical Mono-1
TMUB2,TMUB2,0.188030956,4.34E-07,Non-Classical Mono-1
DIP2B,DIP2B,0.18783855,4.46E-07,Non-Classical Mono-1
MFAP3,MFAP3,0.183649542,8.06E-07,Non-Classical Mono-1
REXO1,REXO1,0.179808847,1.37E-06,Non-Classical Mono-1
SMG8,SMG8,0.179472746,1.44E-06,Non-Classical Mono-1
USP53,USP53,0.177406873,1.90E-06,Non-Classical Mono-1
COQ6,COQ6,0.172669529,3.58E-06,Non-Classical Mono-1
ZNF765,ZNF765,0.17000453,5.08E-06,Non-Classical Mono-1
SCAF8,SCAF8,0.169024017,5.76E-06,Non-Classical Mono-1
SNIP1,SNIP1,0.168658632,6.04E-06,Non-Classical Mono-1
SLC25A16,SLC25A16,0.167199227,7.28E-06,Non-Classical Mono-1
GPN2,GPN2,0.157837374,2.33E-05,Non-Classical Mono-1
MED14,MED14,0.153860137,3.74E-05,Non-Classical Mono-1
ZNF148,ZNF148,0.151354678,5.01E-05,Non-Classical Mono-1
PIP4K2C,PIP4K2C,0.1470606,8.20E-05,Non-Classical Mono-1
GPR27,GPR27,0.143868832,0.000117056,Non-Classical Mono-1
PIBF1,PIBF1,0.143841052,0.000117416,Non-Classical Mono-1
C2orf49,C2orf49,0.138984648,0.000199123,Non-Classical Mono-1
PRPF39,PRPF39,0.137369899,0.000236467,Non-Classical Mono-1
PPP4R2,PPP4R2,0.135860888,0.000277204,Non-Classical Mono-1
LYPD2,LYPD2,0.84612313,3.29E-196,Non-Classical Mono-2
C5AR2,C5AR2,0.786167571,1.54E-150,Non-Classical Mono-2
SIGLEC10,SIGLEC10,0.776568633,1.36E-144,Non-Classical Mono-2
CHST7,CHST7,0.757693782,1.00E-133,Non-Classical Mono-2
VMO1,VMO1,0.700224877,5.28E-106,Non-Classical Mono-2
LFNG,LFNG,0.649884066,1.13E-86,Non-Classical Mono-2
LRRC25,LRRC25,0.644264058,9.69E-85,Non-Classical Mono-2
CDH23,CDH23,0.634193289,2.24E-81,Non-Classical Mono-2
PILRA,PILRA,0.632106826,1.08E-80,Non-Classical Mono-2
SECTM1,SECTM1,0.631330981,1.92E-80,Non-Classical Mono-2
LILRB1,LILRB1,0.620342135,5.99E-77,Non-Classical Mono-2
ZMYND15,ZMYND15,0.617869966,3.50E-76,Non-Classical Mono-2
WARS,WARS,0.616263642,1.09E-75,Non-Classical Mono-2
LILRA3,LILRA3,0.616168073,1.17E-75,Non-Classical Mono-2
KNDC1,KNDC1,0.601668901,2.55E-71,Non-Classical Mono-2
RNF144B,RNF144B,0.600270014,6.49E-71,Non-Classical Mono-2
DPEP2,DPEP2,0.595123819,1.96E-69,Non-Classical Mono-2
SERPINA1,SERPINA1,0.581421509,1.27E-65,Non-Classical Mono-2
CXCL16,CXCL16,0.580012114,3.06E-65,Non-Classical Mono-2
LILRB2,LILRB2,0.560548339,3.74E-60,Non-Classical Mono-2
UNC119,UNC119,0.552972648,2.91E-58,Non-Classical Mono-2
P2RY13,P2RY13,0.550643088,1.09E-57,Non-Classical Mono-2
SLC2A6,SLC2A6,0.54573554,1.68E-56,Non-Classical Mono-2
KLF11,KLF11,0.530952085,4.93E-53,Non-Classical Mono-2
CDKN1C,CDKN1C,0.528369412,1.91E-52,Non-Classical Mono-2
HEATR3,HEATR3,0.524886171,1.17E-51,Non-Classical Mono-2
PDP1,PDP1,0.520728764,9.83E-51,Non-Classical Mono-2
RRAS,RRAS,0.515677409,1.26E-49,Non-Classical Mono-2
LILRA1,LILRA1,0.512560685,5.95E-49,Non-Classical Mono-2
CACUL1,CACUL1,0.512115459,7.42E-49,Non-Classical Mono-2
ITGAX,ITGAX,0.50380152,4.29E-47,Non-Classical Mono-2
FAM49A,FAM49A,0.502091709,9.75E-47,Non-Classical Mono-2
VAV2,VAV2,0.501741453,1.15E-46,Non-Classical Mono-2
NAAA,NAAA,0.495538487,2.17E-45,Non-Classical Mono-2
YPEL2,YPEL2,0.491987912,1.13E-44,Non-Classical Mono-2
GBP2,GBP2,0.487875737,7.50E-44,Non-Classical Mono-2
LILRA5,LILRA5,0.483584472,5.25E-43,Non-Classical Mono-2
HEG1,HEG1,0.473417093,4.73E-41,Non-Classical Mono-2
PITPNM1,PITPNM1,0.467627518,5.74E-40,Non-Classical Mono-2
TTYH3,TTYH3,0.460697159,1.07E-38,Non-Classical Mono-2
SH3BP2,SH3BP2,0.460362998,1.23E-38,Non-Classical Mono-2
MTSS1,MTSS1,0.455002691,1.13E-37,Non-Classical Mono-2
TCIRG1,TCIRG1,0.447070409,2.79E-36,Non-Classical Mono-2
LST1,LST1,0.442376246,1.79E-35,Non-Classical Mono-2
PDE4A,PDE4A,0.437254852,1.31E-34,Non-Classical Mono-2
TNFRSF1B,TNFRSF1B,0.436712998,1.62E-34,Non-Classical Mono-2
SMPDL3A,SMPDL3A,0.426705673,7.18E-33,Non-Classical Mono-2
CSF1R,CSF1R,0.425152903,1.28E-32,Non-Classical Mono-2
MFSD12,MFSD12,0.422403188,3.53E-32,Non-Classical Mono-2
PPM1F,PPM1F,0.419914825,8.77E-32,Non-Classical Mono-2
HK3,HK3,0.410033877,3.02E-30,Non-Classical Mono-2
MAPK7,MAPK7,0.409270775,3.95E-30,Non-Classical Mono-2
ACOT9,ACOT9,0.408552989,5.09E-30,Non-Classical Mono-2
RHOQ,RHOQ,0.406738813,9.59E-30,Non-Classical Mono-2
GPBAR1,GPBAR1,0.403489751,2.96E-29,Non-Classical Mono-2
DNMBP,DNMBP,0.399010325,1.37E-28,Non-Classical Mono-2
RAB24,RAB24,0.384844972,1.49E-26,Non-Classical Mono-2
SLC31A2,SLC31A2,0.383263762,2.49E-26,Non-Classical Mono-2
MYO1G,MYO1G,0.38284862,2.84E-26,Non-Classical Mono-2
CDC42EP3,CDC42EP3,0.36827461,2.72E-24,Non-Classical Mono-2
STXBP2,STXBP2,0.368113353,2.86E-24,Non-Classical Mono-2
ARHGEF3,ARHGEF3,0.367397146,3.56E-24,Non-Classical Mono-2
ARAP1,ARAP1,0.365473651,6.38E-24,Non-Classical Mono-2
MGAT1,MGAT1,0.361472048,2.12E-23,Non-Classical Mono-2
PTP4A2,PTP4A2,0.358761976,4.73E-23,Non-Classical Mono-2
NACC2,NACC2,0.354343438,1.73E-22,Non-Classical Mono-2
PPCDC,PPCDC,0.354245535,1.78E-22,Non-Classical Mono-2
LYN,LYN,0.353660602,2.10E-22,Non-Classical Mono-2
TMEM191C,TMEM191C,0.353476492,2.22E-22,Non-Classical Mono-2
MYD88,MYD88,0.351106292,4.39E-22,Non-Classical Mono-2
RIN3,RIN3,0.349333644,7.30E-22,Non-Classical Mono-2
MTF1,MTF1,0.34758923,1.20E-21,Non-Classical Mono-2
TIMP1,TIMP1,0.344736982,2.68E-21,Non-Classical Mono-2
AMPD2,AMPD2,0.338131138,1.67E-20,Non-Classical Mono-2
MAP3K1,MAP3K1,0.337545301,1.96E-20,Non-Classical Mono-2
CD300C,CD300C,0.335941413,3.04E-20,Non-Classical Mono-2
COTL1,COTL1,0.335706374,3.24E-20,Non-Classical Mono-2
TMC6,TMC6,0.334736715,4.22E-20,Non-Classical Mono-2
STK10,STK10,0.333972204,5.18E-20,Non-Classical Mono-2
CNEP1R1,CNEP1R1,0.332090787,8.60E-20,Non-Classical Mono-2
HCAR3,HCAR3,0.330907083,1.18E-19,Non-Classical Mono-2
SEC14L1,SEC14L1,0.328894136,2.01E-19,Non-Classical Mono-2
SLC8A1,SLC8A1,0.328674621,2.13E-19,Non-Classical Mono-2
IMPDH1,IMPDH1,0.328588352,2.18E-19,Non-Classical Mono-2
SAT1,SAT1,0.326675465,3.62E-19,Non-Classical Mono-2
SPI1,SPI1,0.32127179,1.47E-18,Non-Classical Mono-2
OCEL1,OCEL1,0.316479369,5.00E-18,Non-Classical Mono-2
STARD4,STARD4,0.315292353,6.75E-18,Non-Classical Mono-2
AGPAT3,AGPAT3,0.30998579,2.53E-17,Non-Classical Mono-2
CMTM6,CMTM6,0.308770404,3.41E-17,Non-Classical Mono-2
EHBP1L1,EHBP1L1,0.308239967,3.89E-17,Non-Classical Mono-2
RASSF5,RASSF5,0.30768086,4.46E-17,Non-Classical Mono-2
RGS19,RGS19,0.307229133,4.98E-17,Non-Classical Mono-2
JDP2,JDP2,0.307213124,5.00E-17,Non-Classical Mono-2
FAM214B,FAM214B,0.306560247,5.86E-17,Non-Classical Mono-2
L3MBTL3,L3MBTL3,0.302410167,1.60E-16,Non-Classical Mono-2
RHOG,RHOG,0.298563763,3.98E-16,Non-Classical Mono-2
MLX,MLX,0.290863076,2.39E-15,Non-Classical Mono-2
ANKDD1A,ANKDD1A,0.290734771,2.46E-15,Non-Classical Mono-2
TRIM8,TRIM8,0.287718878,4.88E-15,Non-Classical Mono-2
FAM117B,FAM117B,0.286015172,7.16E-15,Non-Classical Mono-2
MBD2,MBD2,0.284106987,1.10E-14,Non-Classical Mono-2
TNFRSF14,TNFRSF14,0.282883297,1.44E-14,Non-Classical Mono-2
SYNGR2,SYNGR2,0.281324773,2.03E-14,Non-Classical Mono-2
NEURL1,NEURL1,0.279800368,2.84E-14,Non-Classical Mono-2
PTP4A3,PTP4A3,0.277701405,4.49E-14,Non-Classical Mono-2
DOCK5,DOCK5,0.275923222,6.60E-14,Non-Classical Mono-2
RELT,RELT,0.275354741,7.46E-14,Non-Classical Mono-2
MKRN1,MKRN1,0.272841394,1.28E-13,Non-Classical Mono-2
DNASE1L1,DNASE1L1,0.271408729,1.73E-13,Non-Classical Mono-2
PNPLA6,PNPLA6,0.265868362,5.51E-13,Non-Classical Mono-2
C18orf32,C18orf32,0.265480614,5.97E-13,Non-Classical Mono-2
RNASEK,RNASEK,0.261881384,1.25E-12,Non-Classical Mono-2
SH3BP1,SH3BP1,0.256811561,3.46E-12,Non-Classical Mono-2
AIF1,AIF1,0.252572419,7.99E-12,Non-Classical Mono-2
MPC1,MPC1,0.246938096,2.37E-11,Non-Classical Mono-2
OGFR,OGFR,0.246077154,2.79E-11,Non-Classical Mono-2
SFMBT2,SFMBT2,0.243655096,4.41E-11,Non-Classical Mono-2
PSEN1,PSEN1,0.241032073,7.19E-11,Non-Classical Mono-2
PABPC4,PABPC4,0.236740869,1.58E-10,Non-Classical Mono-2
C15orf39,C15orf39,0.235456346,2.00E-10,Non-Classical Mono-2
TREX1,TREX1,0.235390711,2.02E-10,Non-Classical Mono-2
ESRRA,ESRRA,0.234039374,2.58E-10,Non-Classical Mono-2
MAPKAPK3,MAPKAPK3,0.233076356,3.07E-10,Non-Classical Mono-2
DENND6A,DENND6A,0.233047373,3.09E-10,Non-Classical Mono-2
SRGAP2,SRGAP2,0.230720225,4.67E-10,Non-Classical Mono-2
HIGD2A,HIGD2A,0.22060113,2.69E-09,Non-Classical Mono-2
TXNIP,TXNIP,0.219623969,3.17E-09,Non-Classical Mono-2
CAMSAP1,CAMSAP1,0.219564155,3.20E-09,Non-Classical Mono-2
ULK2,ULK2,0.216462035,5.38E-09,Non-Classical Mono-2
FTH1,FTH1,0.216043642,5.76E-09,Non-Classical Mono-2
ZRSR2,ZRSR2,0.213205426,9.18E-09,Non-Classical Mono-2
WDFY1,WDFY1,0.212783832,9.83E-09,Non-Classical Mono-2
GRK6,GRK6,0.210163388,1.50E-08,Non-Classical Mono-2
NCOR2,NCOR2,0.210082732,1.52E-08,Non-Classical Mono-2
SPOPL,SPOPL,0.206812135,2.56E-08,Non-Classical Mono-2
CRTC2,CRTC2,0.200823096,6.50E-08,Non-Classical Mono-2
PKN1,PKN1,0.200661427,6.67E-08,Non-Classical Mono-2
EPN1,EPN1,0.193957051,1.83E-07,Non-Classical Mono-2
WWP2,WWP2,0.188353916,4.14E-07,Non-Classical Mono-2
LAMTOR4,LAMTOR4,0.187063111,4.98E-07,Non-Classical Mono-2
DRAP1,DRAP1,0.180722537,1.21E-06,Non-Classical Mono-2
CDC42,CDC42,0.167687056,6.84E-06,Non-Classical Mono-2
DGCR6,DGCR6,0.167278046,7.21E-06,Non-Classical Mono-2
MGRN1,MGRN1,0.158941367,2.04E-05,Non-Classical Mono-2
MT-CO1,MT-CO1,0.145237249,0.000100557,Non-Classical Mono-2
TEF,TEF,0.820964618,5.78E-175,Osteoblast
WIF1,WIF1,0.804756271,5.67E-163,Osteoblast
COL8A1,COL8A1,0.789064939,2.16E-152,Osteoblast
BGLAP,BGLAP,0.761117587,1.27E-135,Osteoblast
PLA2R1,PLA2R1,0.758307182,4.60E-134,Osteoblast
SFRP4,SFRP4,0.755329387,1.96E-132,Osteoblast
PLA2G5,PLA2G5,0.752645807,5.48E-131,Osteoblast
DYNC2H1,DYNC2H1,0.746879778,6.12E-128,Osteoblast
ABCA6,ABCA6,0.744263671,1.39E-126,Osteoblast
CPE,CPE,0.741658315,2.99E-125,Osteoblast
